Time_Index,h2_BR_AC,h2_BR_AL,h2_BR_AP,h2_BR_AM,h2_BR_BA,h2_BR_CE,h2_BR_DF,h2_BR_ES,h2_BR_GO,h2_BR_MA,h2_BR_MT,h2_BR_MS,h2_BR_MG,h2_BR_PA,h2_BR_PB,h2_BR_PR,h2_BR_PE,h2_BR_PI,h2_BR_RJ,h2_BR_RN,h2_BR_RS,h2_BR_RO,h2_BR_RR,h2_BR_SC,h2_BR_SP,h2_BR_SE,h2_BR_TO
1190,83.77,233.28,823.6,34.58,2058.14,1116.11,245.84,1265.89,1410.96,683.36,6994.87,1050.23,1113.45,1513.42,333.04,897.21,205.6,3094.12,3418.87,250.34,291.14,47.36,3031.18,2845.54,200.81,12201.89,243.14
1191,87,240.73,904.86,33.12,2227.63,1200.04,244.75,1387.19,1524.06,734.5,7697.62,1162.82,1227.09,1650.89,347.02,946.62,210.94,3336.67,3631.79,257.63,315.17,48.12,3247.9,3094.62,210.02,13283.14,262.31
1192,82.13,226.31,884.82,29.53,2158.69,1158.15,224.5,1354.39,1475.04,708.72,7534.58,1142.33,1202.12,1607.42,328.29,902.81,197.55,3226.11,3478.64,241.75,305.46,44.78,3127.84,3007.59,199.18,12917.33,253.68
1193,97.04,270.73,938.27,40.96,2355.4,1279.89,288.18,1443.29,1615.74,783.7,7964.75,1193.57,1267.28,1727.93,385.45,1034.61,238.98,3545,3934.65,290.76,333.17,55.21,3479.55,3251.84,232.15,13939.96,278.54
1194,79.11,218.28,843.97,28.93,2064.25,1108.76,218.08,1292.44,1411.01,678.51,7184.9,1088.21,1146.05,1535.07,316.06,867.22,190.75,3086.97,3337.38,233.29,292.1,43.33,2996.24,2873.7,191.62,12340.2,242.72
1195,99.35,280.59,849.79,48.21,2209.64,1218.8,318.73,1315.31,1522.76,746.86,7184.71,1060.52,1139.16,1591.88,392.08,1026.01,250.42,3353.38,3846.67,302.98,312.41,58.9,3338.78,3017.14,234.36,12904.19,263.23
1196,95.12,274.18,634.83,56.29,1790,1019.23,343.39,997.44,1245.9,625.55,5314.66,754.92,835.33,1238.35,371.33,928.77,249.03,2765.45,3390.01,298.61,252.81,60.22,2836.05,2385.25,219.06,10148.7,216.66
1197,138.81,403.94,801.94,89.19,2385.45,1384.52,527.69,1273.24,1670.55,850.52,6666.78,920.34,1041.23,1608.14,539.01,1318,369.86,3725.67,4743.07,441.7,336.68,90.54,3887.55,3130.34,315.96,13274.18,291.53
1198,152.43,444.37,854.82,99.39,2572.49,1499.05,584.96,1360.36,1803.82,921.04,7095.08,973.01,1106.54,1724.68,591.3,1439.56,407.48,4026.93,5166.08,486.26,363.03,99.97,4216.85,3364.75,346.18,14258,315.03
1199,155.58,448.16,1046.37,91.59,2942.3,1673.66,559.87,1643.18,2047.3,1027.15,8763.11,1246.47,1377.75,2038.27,607.48,1521.41,406.87,4543.09,5557.69,488,415.57,98.32,4654.72,3923.95,358.52,16698.23,355.93
1200,145.96,418.61,1041.57,82.54,2869.49,1619.68,512.48,1629.33,1991.78,993.64,8745.33,1256.66,1378.11,2007.99,571.3,1445.33,378.62,4411.43,5312.31,454.99,405.39,90.96,4487.82,3850.02,338.14,16405.16,345.78
1201,105.87,300.39,860.81,53.92,2273.19,1261.83,349.21,1336.09,1569.64,773.47,7264.78,1064.94,1150.01,1624.84,416.8,1079.93,269.17,3462.05,4025.84,325,321.32,63.71,3467.67,3089.17,248.41,13198.89,271.66
1202,83.51,234.33,764.07,37.71,1948.03,1065.62,257.29,1178.52,1339.03,652.71,6474.71,963.96,1028.64,1417.67,330.72,877.39,207.93,2942.74,3315.05,252.31,275.49,48.44,2906.94,2676.31,198.5,11461.11,231.12
1203,71.79,199.81,709.51,29.43,1770.55,959.58,209.91,1090.27,1213.56,587.5,6026.85,905.41,959.5,1302.91,285.5,770.02,176.01,2660.88,2936.08,214.38,250.47,40.52,2605.21,2449.04,172.21,10502.63,209.1
1204,64.3,178.27,658.15,25.08,1627.14,878.21,183.17,1009.73,1113.87,537.56,5596.39,843.96,891.76,1203.21,256.26,696.51,156.48,2439.74,2666.95,190.94,230.21,35.8,2379.18,2257.38,154.92,9686.6,191.78
1205,63.48,174.6,694.27,22.24,1687.41,903.76,171.3,1062.05,1152.42,552.98,5914.52,898.05,943.98,1259.02,253.98,700.94,152.16,2519.44,2705.8,186.36,238.8,34.39,2438.55,2353.92,154.27,10112.33,198.13
1206,62.33,171.01,695.88,21.03,1682.7,899.11,165.18,1063.58,1148.37,550.07,5931.38,902.45,947.12,1258.89,249.71,692.51,148.67,2509.1,2680.05,182.32,238.14,33.47,2423,2351.18,151.89,10104.08,197.35
1207,65.51,180.53,705.81,23.56,1721.99,923.87,179.09,1080.39,1176.65,565.35,6010.35,911.22,958.92,1282.24,261.88,720.19,157.6,2573.49,2774.94,192.84,243.67,35.72,2495.1,2399.17,158.88,10304.16,202.36
1208,67.7,187.58,697.48,26.17,1721.46,928.43,191.94,1069.74,1178.16,568.27,5931.85,895.16,945.37,1274.08,269.94,734.77,164.55,2580.15,2815.63,200.85,243.55,37.61,2514.25,2389.53,163.26,10254.79,202.83
1209,99.01,277.99,900.57,45.01,2299.85,1258.99,306.17,1389.43,1581.22,771.2,7629.76,1135.08,1211.92,1672.27,391.98,1038.62,246.78,3475.59,3921.53,299.38,325.24,57.54,3435.68,3158,235.17,13522.39,272.96
1210,104.69,293.02,980.79,45.97,2483.78,1354.78,317.59,1510.99,1705.8,829.72,8317.53,1241.86,1322.28,1813.86,415.09,1106.71,259.43,3746.08,4193.15,315.18,351.28,60.22,3690.32,3419.6,249.5,14650.73,294.26
1211,92.1,255.32,943.24,35.89,2331.57,1258.31,262.24,1447.06,1596.04,770.23,8020.67,1209.64,1278.08,1724.27,367.04,997.78,224.09,3495.84,3820.77,273.45,329.87,51.27,3408.79,3234.81,221.91,13881.03,274.8
1212,111.72,313.39,1025.58,50.26,2612.31,1428.43,343.5,1581.6,1795.41,874.94,8691.67,1294.53,1380.96,1902.01,442.55,1174.81,277.99,3945.33,4440.55,337.39,369.44,64.74,3895.87,3590.01,265.65,15374.86,309.87
1213,88.89,247.02,892.14,35.69,2217.15,1199.44,257.05,1369.93,1518.84,734.29,7581.6,1140.9,1207.49,1635.05,353.86,957.61,217.26,3328.71,3657.97,264.82,313.66,49.88,3253.38,3070.78,213.64,13172.54,261.61
1214,83.77,233.28,823.6,34.58,2058.14,1116.11,245.84,1265.89,1410.96,683.36,6994.87,1050.23,1113.45,1513.42,333.04,897.21,205.6,3094.12,3418.87,250.34,291.14,47.36,3031.18,2845.54,200.81,12201.89,243.14
1215,87,240.73,904.86,33.12,2227.63,1200.04,244.75,1387.19,1524.06,734.5,7697.62,1162.82,1227.09,1650.89,347.02,946.62,210.94,3336.67,3631.79,257.63,315.17,48.12,3247.9,3094.62,210.02,13283.14,262.31
1216,82.13,226.31,884.82,29.53,2158.69,1158.15,224.5,1354.39,1475.04,708.72,7534.58,1142.33,1202.12,1607.42,328.29,902.81,197.55,3226.11,3478.64,241.75,305.46,44.78,3127.84,3007.59,199.18,12917.33,253.68
1217,97.04,270.73,938.27,40.96,2355.4,1279.89,288.18,1443.29,1615.74,783.7,7964.75,1193.57,1267.28,1727.93,385.45,1034.61,238.98,3545,3934.65,290.76,333.17,55.21,3479.55,3251.84,232.15,13939.96,278.54
1218,79.11,218.28,843.97,28.93,2064.25,1108.76,218.08,1292.44,1411.01,678.51,7184.9,1088.21,1146.05,1535.07,316.06,867.22,190.75,3086.97,3337.38,233.29,292.1,43.33,2996.24,2873.7,191.62,12340.2,242.72
1219,99.35,280.59,849.79,48.21,2209.64,1218.8,318.73,1315.31,1522.76,746.86,7184.71,1060.52,1139.16,1591.88,392.08,1026.01,250.42,3353.38,3846.67,302.98,312.41,58.9,3338.78,3017.14,234.36,12904.19,263.23
1220,95.12,274.18,634.83,56.29,1790,1019.23,343.39,997.44,1245.9,625.55,5314.66,754.92,835.33,1238.35,371.33,928.77,249.03,2765.45,3390.01,298.61,252.81,60.22,2836.05,2385.25,219.06,10148.7,216.66
1221,138.81,403.94,801.94,89.19,2385.45,1384.52,527.69,1273.24,1670.55,850.52,6666.78,920.34,1041.23,1608.14,539.01,1318,369.86,3725.67,4743.07,441.7,336.68,90.54,3887.55,3130.34,315.96,13274.18,291.53
1222,152.43,444.37,854.82,99.39,2572.49,1499.05,584.96,1360.36,1803.82,921.04,7095.08,973.01,1106.54,1724.68,591.3,1439.56,407.48,4026.93,5166.08,486.26,363.03,99.97,4216.85,3364.75,346.18,14258,315.03
1223,155.58,448.16,1046.37,91.59,2942.3,1673.66,559.87,1643.18,2047.3,1027.15,8763.11,1246.47,1377.75,2038.27,607.48,1521.41,406.87,4543.09,5557.69,488,415.57,98.32,4654.72,3923.95,358.52,16698.23,355.93
1224,145.96,418.61,1041.57,82.54,2869.49,1619.68,512.48,1629.33,1991.78,993.64,8745.33,1256.66,1378.11,2007.99,571.3,1445.33,378.62,4411.43,5312.31,454.99,405.39,90.96,4487.82,3850.02,338.14,16405.16,345.78
1225,105.87,300.39,860.81,53.92,2273.19,1261.83,349.21,1336.09,1569.64,773.47,7264.78,1064.94,1150.01,1624.84,416.8,1079.93,269.17,3462.05,4025.84,325,321.32,63.71,3467.67,3089.17,248.41,13198.89,271.66
1226,83.51,234.33,764.07,37.71,1948.03,1065.62,257.29,1178.52,1339.03,652.71,6474.71,963.96,1028.64,1417.67,330.72,877.39,207.93,2942.74,3315.05,252.31,275.49,48.44,2906.94,2676.31,198.5,11461.11,231.12
1227,71.79,199.81,709.51,29.43,1770.55,959.58,209.91,1090.27,1213.56,587.5,6026.85,905.41,959.5,1302.91,285.5,770.02,176.01,2660.88,2936.08,214.38,250.47,40.52,2605.21,2449.04,172.21,10502.63,209.1
1228,64.3,178.27,658.15,25.08,1627.14,878.21,183.17,1009.73,1113.87,537.56,5596.39,843.96,891.76,1203.21,256.26,696.51,156.48,2439.74,2666.95,190.94,230.21,35.8,2379.18,2257.38,154.92,9686.6,191.78
1229,63.48,174.6,694.27,22.24,1687.41,903.76,171.3,1062.05,1152.42,552.98,5914.52,898.05,943.98,1259.02,253.98,700.94,152.16,2519.44,2705.8,186.36,238.8,34.39,2438.55,2353.92,154.27,10112.33,198.13
1230,62.33,171.01,695.88,21.03,1682.7,899.11,165.18,1063.58,1148.37,550.07,5931.38,902.45,947.12,1258.89,249.71,692.51,148.67,2509.1,2680.05,182.32,238.14,33.47,2423,2351.18,151.89,10104.08,197.35
1231,65.51,180.53,705.81,23.56,1721.99,923.87,179.09,1080.39,1176.65,565.35,6010.35,911.22,958.92,1282.24,261.88,720.19,157.6,2573.49,2774.94,192.84,243.67,35.72,2495.1,2399.17,158.88,10304.16,202.36
1232,67.7,187.58,697.48,26.17,1721.46,928.43,191.94,1069.74,1178.16,568.27,5931.85,895.16,945.37,1274.08,269.94,734.77,164.55,2580.15,2815.63,200.85,243.55,37.61,2514.25,2389.53,163.26,10254.79,202.83
1233,99.01,277.99,900.57,45.01,2299.85,1258.99,306.17,1389.43,1581.22,771.2,7629.76,1135.08,1211.92,1672.27,391.98,1038.62,246.78,3475.59,3921.53,299.38,325.24,57.54,3435.68,3158,235.17,13522.39,272.96
1234,104.69,293.02,980.79,45.97,2483.78,1354.78,317.59,1510.99,1705.8,829.72,8317.53,1241.86,1322.28,1813.86,415.09,1106.71,259.43,3746.08,4193.15,315.18,351.28,60.22,3690.32,3419.6,249.5,14650.73,294.26
1235,92.1,255.32,943.24,35.89,2331.57,1258.31,262.24,1447.06,1596.04,770.23,8020.67,1209.64,1278.08,1724.27,367.04,997.78,224.09,3495.84,3820.77,273.45,329.87,51.27,3408.79,3234.81,221.91,13881.03,274.8
1236,111.72,313.39,1025.58,50.26,2612.31,1428.43,343.5,1581.6,1795.41,874.94,8691.67,1294.53,1380.96,1902.01,442.55,1174.81,277.99,3945.33,4440.55,337.39,369.44,64.74,3895.87,3590.01,265.65,15374.86,309.87
1237,88.89,247.02,892.14,35.69,2217.15,1199.44,257.05,1369.93,1518.84,734.29,7581.6,1140.9,1207.49,1635.05,353.86,957.61,217.26,3328.71,3657.97,264.82,313.66,49.88,3253.38,3070.78,213.64,13172.54,261.61
1238,83.77,233.28,823.6,34.58,2058.14,1116.11,245.84,1265.89,1410.96,683.36,6994.87,1050.23,1113.45,1513.42,333.04,897.21,205.6,3094.12,3418.87,250.34,291.14,47.36,3031.18,2845.54,200.81,12201.89,243.14
1239,87,240.73,904.86,33.12,2227.63,1200.04,244.75,1387.19,1524.06,734.5,7697.62,1162.82,1227.09,1650.89,347.02,946.62,210.94,3336.67,3631.79,257.63,315.17,48.12,3247.9,3094.62,210.02,13283.14,262.31
1240,82.13,226.31,884.82,29.53,2158.69,1158.15,224.5,1354.39,1475.04,708.72,7534.58,1142.33,1202.12,1607.42,328.29,902.81,197.55,3226.11,3478.64,241.75,305.46,44.78,3127.84,3007.59,199.18,12917.33,253.68
1241,97.04,270.73,938.27,40.96,2355.4,1279.89,288.18,1443.29,1615.74,783.7,7964.75,1193.57,1267.28,1727.93,385.45,1034.61,238.98,3545,3934.65,290.76,333.17,55.21,3479.55,3251.84,232.15,13939.96,278.54
1242,79.11,218.28,843.97,28.93,2064.25,1108.76,218.08,1292.44,1411.01,678.51,7184.9,1088.21,1146.05,1535.07,316.06,867.22,190.75,3086.97,3337.38,233.29,292.1,43.33,2996.24,2873.7,191.62,12340.2,242.72
1243,99.35,280.59,849.79,48.21,2209.64,1218.8,318.73,1315.31,1522.76,746.86,7184.71,1060.52,1139.16,1591.88,392.08,1026.01,250.42,3353.38,3846.67,302.98,312.41,58.9,3338.78,3017.14,234.36,12904.19,263.23
1244,95.12,274.18,634.83,56.29,1790,1019.23,343.39,997.44,1245.9,625.55,5314.66,754.92,835.33,1238.35,371.33,928.77,249.03,2765.45,3390.01,298.61,252.81,60.22,2836.05,2385.25,219.06,10148.7,216.66
1245,138.81,403.94,801.94,89.19,2385.45,1384.52,527.69,1273.24,1670.55,850.52,6666.78,920.34,1041.23,1608.14,539.01,1318,369.86,3725.67,4743.07,441.7,336.68,90.54,3887.55,3130.34,315.96,13274.18,291.53
1246,152.43,444.37,854.82,99.39,2572.49,1499.05,584.96,1360.36,1803.82,921.04,7095.08,973.01,1106.54,1724.68,591.3,1439.56,407.48,4026.93,5166.08,486.26,363.03,99.97,4216.85,3364.75,346.18,14258,315.03
1247,155.58,448.16,1046.37,91.59,2942.3,1673.66,559.87,1643.18,2047.3,1027.15,8763.11,1246.47,1377.75,2038.27,607.48,1521.41,406.87,4543.09,5557.69,488,415.57,98.32,4654.72,3923.95,358.52,16698.23,355.93
1248,145.96,418.61,1041.57,82.54,2869.49,1619.68,512.48,1629.33,1991.78,993.64,8745.33,1256.66,1378.11,2007.99,571.3,1445.33,378.62,4411.43,5312.31,454.99,405.39,90.96,4487.82,3850.02,338.14,16405.16,345.78
1249,105.87,300.39,860.81,53.92,2273.19,1261.83,349.21,1336.09,1569.64,773.47,7264.78,1064.94,1150.01,1624.84,416.8,1079.93,269.17,3462.05,4025.84,325,321.32,63.71,3467.67,3089.17,248.41,13198.89,271.66
1250,83.51,234.33,764.07,37.71,1948.03,1065.62,257.29,1178.52,1339.03,652.71,6474.71,963.96,1028.64,1417.67,330.72,877.39,207.93,2942.74,3315.05,252.31,275.49,48.44,2906.94,2676.31,198.5,11461.11,231.12
1251,71.79,199.81,709.51,29.43,1770.55,959.58,209.91,1090.27,1213.56,587.5,6026.85,905.41,959.5,1302.91,285.5,770.02,176.01,2660.88,2936.08,214.38,250.47,40.52,2605.21,2449.04,172.21,10502.63,209.1
1252,64.3,178.27,658.15,25.08,1627.14,878.21,183.17,1009.73,1113.87,537.56,5596.39,843.96,891.76,1203.21,256.26,696.51,156.48,2439.74,2666.95,190.94,230.21,35.8,2379.18,2257.38,154.92,9686.6,191.78
1253,63.48,174.6,694.27,22.24,1687.41,903.76,171.3,1062.05,1152.42,552.98,5914.52,898.05,943.98,1259.02,253.98,700.94,152.16,2519.44,2705.8,186.36,238.8,34.39,2438.55,2353.92,154.27,10112.33,198.13
1254,62.33,171.01,695.88,21.03,1682.7,899.11,165.18,1063.58,1148.37,550.07,5931.38,902.45,947.12,1258.89,249.71,692.51,148.67,2509.1,2680.05,182.32,238.14,33.47,2423,2351.18,151.89,10104.08,197.35
1255,65.51,180.53,705.81,23.56,1721.99,923.87,179.09,1080.39,1176.65,565.35,6010.35,911.22,958.92,1282.24,261.88,720.19,157.6,2573.49,2774.94,192.84,243.67,35.72,2495.1,2399.17,158.88,10304.16,202.36
1256,67.7,187.58,697.48,26.17,1721.46,928.43,191.94,1069.74,1178.16,568.27,5931.85,895.16,945.37,1274.08,269.94,734.77,164.55,2580.15,2815.63,200.85,243.55,37.61,2514.25,2389.53,163.26,10254.79,202.83
1257,99.01,277.99,900.57,45.01,2299.85,1258.99,306.17,1389.43,1581.22,771.2,7629.76,1135.08,1211.92,1672.27,391.98,1038.62,246.78,3475.59,3921.53,299.38,325.24,57.54,3435.68,3158,235.17,13522.39,272.96
1258,104.69,293.02,980.79,45.97,2483.78,1354.78,317.59,1510.99,1705.8,829.72,8317.53,1241.86,1322.28,1813.86,415.09,1106.71,259.43,3746.08,4193.15,315.18,351.28,60.22,3690.32,3419.6,249.5,14650.73,294.26
1259,92.1,255.32,943.24,35.89,2331.57,1258.31,262.24,1447.06,1596.04,770.23,8020.67,1209.64,1278.08,1724.27,367.04,997.78,224.09,3495.84,3820.77,273.45,329.87,51.27,3408.79,3234.81,221.91,13881.03,274.8
1260,111.72,313.39,1025.58,50.26,2612.31,1428.43,343.5,1581.6,1795.41,874.94,8691.67,1294.53,1380.96,1902.01,442.55,1174.81,277.99,3945.33,4440.55,337.39,369.44,64.74,3895.87,3590.01,265.65,15374.86,309.87
1261,88.89,247.02,892.14,35.69,2217.15,1199.44,257.05,1369.93,1518.84,734.29,7581.6,1140.9,1207.49,1635.05,353.86,957.61,217.26,3328.71,3657.97,264.82,313.66,49.88,3253.38,3070.78,213.64,13172.54,261.61
1262,83.77,233.28,823.6,34.58,2058.14,1116.11,245.84,1265.89,1410.96,683.36,6994.87,1050.23,1113.45,1513.42,333.04,897.21,205.6,3094.12,3418.87,250.34,291.14,47.36,3031.18,2845.54,200.81,12201.89,243.14
1263,87,240.73,904.86,33.12,2227.63,1200.04,244.75,1387.19,1524.06,734.5,7697.62,1162.82,1227.09,1650.89,347.02,946.62,210.94,3336.67,3631.79,257.63,315.17,48.12,3247.9,3094.62,210.02,13283.14,262.31
1264,82.13,226.31,884.82,29.53,2158.69,1158.15,224.5,1354.39,1475.04,708.72,7534.58,1142.33,1202.12,1607.42,328.29,902.81,197.55,3226.11,3478.64,241.75,305.46,44.78,3127.84,3007.59,199.18,12917.33,253.68
1265,97.04,270.73,938.27,40.96,2355.4,1279.89,288.18,1443.29,1615.74,783.7,7964.75,1193.57,1267.28,1727.93,385.45,1034.61,238.98,3545,3934.65,290.76,333.17,55.21,3479.55,3251.84,232.15,13939.96,278.54
1266,79.11,218.28,843.97,28.93,2064.25,1108.76,218.08,1292.44,1411.01,678.51,7184.9,1088.21,1146.05,1535.07,316.06,867.22,190.75,3086.97,3337.38,233.29,292.1,43.33,2996.24,2873.7,191.62,12340.2,242.72
1267,99.35,280.59,849.79,48.21,2209.64,1218.8,318.73,1315.31,1522.76,746.86,7184.71,1060.52,1139.16,1591.88,392.08,1026.01,250.42,3353.38,3846.67,302.98,312.41,58.9,3338.78,3017.14,234.36,12904.19,263.23
1268,95.12,274.18,634.83,56.29,1790,1019.23,343.39,997.44,1245.9,625.55,5314.66,754.92,835.33,1238.35,371.33,928.77,249.03,2765.45,3390.01,298.61,252.81,60.22,2836.05,2385.25,219.06,10148.7,216.66
1269,138.81,403.94,801.94,89.19,2385.45,1384.52,527.69,1273.24,1670.55,850.52,6666.78,920.34,1041.23,1608.14,539.01,1318,369.86,3725.67,4743.07,441.7,336.68,90.54,3887.55,3130.34,315.96,13274.18,291.53
1270,152.43,444.37,854.82,99.39,2572.49,1499.05,584.96,1360.36,1803.82,921.04,7095.08,973.01,1106.54,1724.68,591.3,1439.56,407.48,4026.93,5166.08,486.26,363.03,99.97,4216.85,3364.75,346.18,14258,315.03
1271,155.58,448.16,1046.37,91.59,2942.3,1673.66,559.87,1643.18,2047.3,1027.15,8763.11,1246.47,1377.75,2038.27,607.48,1521.41,406.87,4543.09,5557.69,488,415.57,98.32,4654.72,3923.95,358.52,16698.23,355.93
1272,145.96,418.61,1041.57,82.54,2869.49,1619.68,512.48,1629.33,1991.78,993.64,8745.33,1256.66,1378.11,2007.99,571.3,1445.33,378.62,4411.43,5312.31,454.99,405.39,90.96,4487.82,3850.02,338.14,16405.16,345.78
1273,105.87,300.39,860.81,53.92,2273.19,1261.83,349.21,1336.09,1569.64,773.47,7264.78,1064.94,1150.01,1624.84,416.8,1079.93,269.17,3462.05,4025.84,325,321.32,63.71,3467.67,3089.17,248.41,13198.89,271.66
1274,83.51,234.33,764.07,37.71,1948.03,1065.62,257.29,1178.52,1339.03,652.71,6474.71,963.96,1028.64,1417.67,330.72,877.39,207.93,2942.74,3315.05,252.31,275.49,48.44,2906.94,2676.31,198.5,11461.11,231.12
1275,71.79,199.81,709.51,29.43,1770.55,959.58,209.91,1090.27,1213.56,587.5,6026.85,905.41,959.5,1302.91,285.5,770.02,176.01,2660.88,2936.08,214.38,250.47,40.52,2605.21,2449.04,172.21,10502.63,209.1
1276,64.3,178.27,658.15,25.08,1627.14,878.21,183.17,1009.73,1113.87,537.56,5596.39,843.96,891.76,1203.21,256.26,696.51,156.48,2439.74,2666.95,190.94,230.21,35.8,2379.18,2257.38,154.92,9686.6,191.78
1277,63.48,174.6,694.27,22.24,1687.41,903.76,171.3,1062.05,1152.42,552.98,5914.52,898.05,943.98,1259.02,253.98,700.94,152.16,2519.44,2705.8,186.36,238.8,34.39,2438.55,2353.92,154.27,10112.33,198.13
1278,62.33,171.01,695.88,21.03,1682.7,899.11,165.18,1063.58,1148.37,550.07,5931.38,902.45,947.12,1258.89,249.71,692.51,148.67,2509.1,2680.05,182.32,238.14,33.47,2423,2351.18,151.89,10104.08,197.35
1279,65.51,180.53,705.81,23.56,1721.99,923.87,179.09,1080.39,1176.65,565.35,6010.35,911.22,958.92,1282.24,261.88,720.19,157.6,2573.49,2774.94,192.84,243.67,35.72,2495.1,2399.17,158.88,10304.16,202.36
1280,67.7,187.58,697.48,26.17,1721.46,928.43,191.94,1069.74,1178.16,568.27,5931.85,895.16,945.37,1274.08,269.94,734.77,164.55,2580.15,2815.63,200.85,243.55,37.61,2514.25,2389.53,163.26,10254.79,202.83
1281,99.01,277.99,900.57,45.01,2299.85,1258.99,306.17,1389.43,1581.22,771.2,7629.76,1135.08,1211.92,1672.27,391.98,1038.62,246.78,3475.59,3921.53,299.38,325.24,57.54,3435.68,3158,235.17,13522.39,272.96
1282,104.69,293.02,980.79,45.97,2483.78,1354.78,317.59,1510.99,1705.8,829.72,8317.53,1241.86,1322.28,1813.86,415.09,1106.71,259.43,3746.08,4193.15,315.18,351.28,60.22,3690.32,3419.6,249.5,14650.73,294.26
1283,92.1,255.32,943.24,35.89,2331.57,1258.31,262.24,1447.06,1596.04,770.23,8020.67,1209.64,1278.08,1724.27,367.04,997.78,224.09,3495.84,3820.77,273.45,329.87,51.27,3408.79,3234.81,221.91,13881.03,274.8
1284,111.72,313.39,1025.58,50.26,2612.31,1428.43,343.5,1581.6,1795.41,874.94,8691.67,1294.53,1380.96,1902.01,442.55,1174.81,277.99,3945.33,4440.55,337.39,369.44,64.74,3895.87,3590.01,265.65,15374.86,309.87
1285,88.89,247.02,892.14,35.69,2217.15,1199.44,257.05,1369.93,1518.84,734.29,7581.6,1140.9,1207.49,1635.05,353.86,957.61,217.26,3328.71,3657.97,264.82,313.66,49.88,3253.38,3070.78,213.64,13172.54,261.61
1286,83.77,233.28,823.6,34.58,2058.14,1116.11,245.84,1265.89,1410.96,683.36,6994.87,1050.23,1113.45,1513.42,333.04,897.21,205.6,3094.12,3418.87,250.34,291.14,47.36,3031.18,2845.54,200.81,12201.89,243.14
1287,87,240.73,904.86,33.12,2227.63,1200.04,244.75,1387.19,1524.06,734.5,7697.62,1162.82,1227.09,1650.89,347.02,946.62,210.94,3336.67,3631.79,257.63,315.17,48.12,3247.9,3094.62,210.02,13283.14,262.31
1288,82.13,226.31,884.82,29.53,2158.69,1158.15,224.5,1354.39,1475.04,708.72,7534.58,1142.33,1202.12,1607.42,328.29,902.81,197.55,3226.11,3478.64,241.75,305.46,44.78,3127.84,3007.59,199.18,12917.33,253.68
1289,97.04,270.73,938.27,40.96,2355.4,1279.89,288.18,1443.29,1615.74,783.7,7964.75,1193.57,1267.28,1727.93,385.45,1034.61,238.98,3545,3934.65,290.76,333.17,55.21,3479.55,3251.84,232.15,13939.96,278.54
1290,79.11,218.28,843.97,28.93,2064.25,1108.76,218.08,1292.44,1411.01,678.51,7184.9,1088.21,1146.05,1535.07,316.06,867.22,190.75,3086.97,3337.38,233.29,292.1,43.33,2996.24,2873.7,191.62,12340.2,242.72
1291,99.35,280.59,849.79,48.21,2209.64,1218.8,318.73,1315.31,1522.76,746.86,7184.71,1060.52,1139.16,1591.88,392.08,1026.01,250.42,3353.38,3846.67,302.98,312.41,58.9,3338.78,3017.14,234.36,12904.19,263.23
1292,95.12,274.18,634.83,56.29,1790,1019.23,343.39,997.44,1245.9,625.55,5314.66,754.92,835.33,1238.35,371.33,928.77,249.03,2765.45,3390.01,298.61,252.81,60.22,2836.05,2385.25,219.06,10148.7,216.66
1293,138.81,403.94,801.94,89.19,2385.45,1384.52,527.69,1273.24,1670.55,850.52,6666.78,920.34,1041.23,1608.14,539.01,1318,369.86,3725.67,4743.07,441.7,336.68,90.54,3887.55,3130.34,315.96,13274.18,291.53
1294,152.43,444.37,854.82,99.39,2572.49,1499.05,584.96,1360.36,1803.82,921.04,7095.08,973.01,1106.54,1724.68,591.3,1439.56,407.48,4026.93,5166.08,486.26,363.03,99.97,4216.85,3364.75,346.18,14258,315.03
1295,155.58,448.16,1046.37,91.59,2942.3,1673.66,559.87,1643.18,2047.3,1027.15,8763.11,1246.47,1377.75,2038.27,607.48,1521.41,406.87,4543.09,5557.69,488,415.57,98.32,4654.72,3923.95,358.52,16698.23,355.93
1296,145.96,418.61,1041.57,82.54,2869.49,1619.68,512.48,1629.33,1991.78,993.64,8745.33,1256.66,1378.11,2007.99,571.3,1445.33,378.62,4411.43,5312.31,454.99,405.39,90.96,4487.82,3850.02,338.14,16405.16,345.78
1297,105.87,300.39,860.81,53.92,2273.19,1261.83,349.21,1336.09,1569.64,773.47,7264.78,1064.94,1150.01,1624.84,416.8,1079.93,269.17,3462.05,4025.84,325,321.32,63.71,3467.67,3089.17,248.41,13198.89,271.66
1298,83.51,234.33,764.07,37.71,1948.03,1065.62,257.29,1178.52,1339.03,652.71,6474.71,963.96,1028.64,1417.67,330.72,877.39,207.93,2942.74,3315.05,252.31,275.49,48.44,2906.94,2676.31,198.5,11461.11,231.12
1299,71.79,199.81,709.51,29.43,1770.55,959.58,209.91,1090.27,1213.56,587.5,6026.85,905.41,959.5,1302.91,285.5,770.02,176.01,2660.88,2936.08,214.38,250.47,40.52,2605.21,2449.04,172.21,10502.63,209.1
1300,64.3,178.27,658.15,25.08,1627.14,878.21,183.17,1009.73,1113.87,537.56,5596.39,843.96,891.76,1203.21,256.26,696.51,156.48,2439.74,2666.95,190.94,230.21,35.8,2379.18,2257.38,154.92,9686.6,191.78
